Symbol,Security Name,Exchange
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",NYSE
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),NYSE
SOLN,Southern Company (The) 2019 Series A Corporate Units,NYSE
SON,Sonoco Products Company Common Stock,NYSE
SOR,"Source Capital, Inc. Common Stock",NYSE
SOS,SOS Limited American Depositary Shares,NYSE
SOXL,Direxion Daily Semiconductor Bull 3x Shares,NYSE
SOXS,Direxion Daily Semiconductor Bear 3x Shares,NYSE
SOYB,Teucrium Soybean Fund ETV,NYSE
SPAB,SPDR Portfolio Aggregate Bond ETF,NYSE
SPAK,Defiance Next Gen SPAC Derived ETF,NYSE
SPAQ=,"Spartan Acquisition Corp. III Units, each consisting of one share of Class A common stock and one-fourth of one warrant",NYSE
SPB,"Spectrum Brands Holdings, Inc. Common Stock",NYSE
SPBO,SPDR Portfolio Corporate Bond ETF,NYSE
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",NYSE
SPCX,The SPAC and New Issue ETF,NYSE
SPD,Simplify Exchange Traded Funds Simplify US Equity PLUS Downside Convexity ETF,NYSE
SPDN,Direxion Daily S&P 500 Bear 1X Shares,NYSE
SPDV,AAM S&P 500 High Dividend Value ETF,NYSE
SPDW,SPDR Portfolio Developed World ex-US ETF,NYSE
SPE,"Special Opportunities Fund, Inc Common Stock",NYSE
SPE-B,"Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock, Series B",NYSE
SPEM,SPDR Index Shares Fund SPDR Portfolio Emerging Markets ETF,NYSE
SPEU,SPDR Portfolio Europe ETF,NYSE
SPFF,Global X SuperIncome Preferred ETF,NYSE
SPFR,Jaws Spitfire Acquisition Corporation Class A Ordinary Shares,NYSE
SPFR=,"Jaws Spitfire Acquisition Corporation Units, each consisting of one Class A ordinary share, and one-fourth of one redeemable warrant",NYSE
SPFR+,"Jaws Spitfire Acquisition Corporation Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
SPG,"Simon Property Group, Inc. Common Stock",NYSE
SPG-J,"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock",NYSE
SPGI,S&P Global Inc. Common Stock,NYSE
SPGM,SPDR Portfolio MSCI Global Stock Market ETF,NYSE
SPGP,Invesco S&P 500 GARP ETF,NYSE
SPGS=,"Simon Property Group Acquisition Holdings, Inc. Units, each consisting of one share of Class A common stock and one-fifth of one redeemable warrant",NYSE
SPH,"Suburban Propane Partners, L.P. Common Stock",NYSE
SPHB,Invesco S&P 500 High Beta ETF,NYSE
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,NYSE
SPHQ,Invesco S&P 500 Quality ETF,NYSE
SPHY,SPDR Portfolio High Yield Bond ETF,NYSE
SPIB,SPDR Portfolio Intermediate Term Corporate Bond ETF,NYSE
SPIP,SPDR Portfolio TIPS ETF,NYSE
SPLB,SPDR Portfolio Long Term Corporate Bond ETF,NYSE
SPLG,SPDR Portfolio S&P 500 ETF,NYSE
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,NYSE
SPLP-A,"Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value",NYSE
SPLV,Invesco S&P 500 Low Volatility ETF,NYSE
SPMB,SPDR Portfolio Mortgage Backed Bond ETF,NYSE
SPMD,SPDR Portfolio S&P 400 Mid Cap ETF  ,NYSE
SPMO,Invesco S&P 500 Momentum ETF,NYSE
SPNV,"Supernova Partners Acquisition Company, Inc. Class A Common Stock",NYSE
SPNV=,"Supernova Partners Acquisition Company, Inc. Units, each consisting of one share of Class A common stock and one-third of one warrant",NYSE
SPNV+,"Supernova Partners Acquisition Company, Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",NYSE
SPOT,Spotify Technology S.A. Ordinary Shares,NYSE
SPPP,Sprott Physical Platinum and Palladium Trust,NYSE
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",NYSE
SPRE,SP Funds S&P Global REIT Sharia ETF,NYSE
SPRQ,Spartan Acquisition Corp. II Class A Common Stock,NYSE
SPRQ=,Spartan Acquisition Corp. II Units,NYSE
SPRQ+,"Spartan Acquisition Corp. II Warrants, exercisable for one share of Class A Common Stock",NYSE
SPSB,SPDR Portfolio Short Term Corporate Bond ETF,NYSE
SPSK,Tidal ETF Trust SP Funds Dow Jones Global Sukuk ETF,NYSE
SPSM,SPDR Portfolio S&P 600 Small Cap ETF,NYSE
SPTI,SPDR Portfolio Intermediate Term Treasury ETF,NYSE
SPTL,SPDR Portfolio Long Term Treasury ETF,NYSE
SPTM,SPDR Portfolio S&P 1500 Composite Stock Market ETF,NYSE
SPTS,SPDR Portfolio Short Term Treasury ETF,NYSE
SPUC,Simplify Exchange Traded Funds Simplify US Equity PLUS Upside Convexity ETF,NYSE
SPUS,SP Funds S&P 500 Sharia Industry Exclusions ETF,NYSE
SPUU,Direxion Daily S&P 500 Bull 2X Shares,NYSE
SPVM,Invesco S&P 500 Value with Momentum ETF,NYSE
SPVU,Invesco S&P 500 Enhanced Value ETF,NYSE
SPXB,ProShares S&P 500 Bond ETF,NYSE
SPXC,SPX Corporation Common Stock,NYSE
SPXE,ProShares S&P 500 Ex-Energy ETF,NYSE
SPXL,Direxion Daily S&P 500 Bull 3X Shares,NYSE
SPXN,ProShares S&P 500 Ex-Financials ETF,NYSE
SPXS,Direxion Daily S&P 500 Bear 3X,NYSE
SPXT,ProShares S&P 500 Ex-Technology ETF,NYSE
SPXU,ProShares UltraPro Short S&P500,NYSE
SPXV,ProShares S&P 500 Ex-Health Care ETF,NYSE
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,NYSE
SPXZ,Morgan Creek - Exos SPAC Originated ETF,NYSE
SPY,SPDR S&P 500,NYSE
SPYC,Simplify Exchange Traded Funds Simplify US Equity PLUS Convexity ETF,NYSE
SPYD,SPDR Series Trust SPDR Portfolio S&P 500 High Dividend ETF,NYSE
SPYG,SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF,NYSE
SPYV,SPDR Series Trust SPDR Portfolio S&P 500 Value ETF,NYSE
SPYX,SPDR S&P 500 Fossil Fuel Reserves Free ETF,NYSE
SQ,"Square, Inc. Class A Common Stock",NYSE
SQEW,LeaderShares Equity Skew ETF,NYSE
SQM,Sociedad Quimica y Minera S.A. Common Stock,NYSE
SQNS,Sequans Communications S.A. American Depositary Shares,NYSE
SQZ,SQZ Biotechnologies Company Common Stock,NYSE
SR,Spire Inc. Common Stock,NYSE
SR-A,"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock",NYSE
SRC,"Spirit Realty Capital, Inc. Common Stock",NYSE
SRC-A,"Spirit Realty Capital, Inc. 6.000% Series A Cumulative Redeemable Preferred Stock",NYSE
SRE,Sempra Energy Common Stock,NYSE
SRE-B,"Sempra Energy 6.75% Mandatory Convertible Preferred Stock, Series B",NYSE
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,NYSE
SRG,Seritage Growth Properties Class A Common Stock,NYSE
SRG-A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,NYSE
SRI,"Stoneridge, Inc. Common Stock",NYSE
SRL,Scully Royalty Ltd.,NYSE
SRLN,SPDR Blackstone GSO Senior Loan ETF,NYSE
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,NYSE
SRS,ProShares UltraShort Real Estate,NYSE
SRT,"StarTek, Inc. Common Stock",NYSE
SRTY,ProShares UltraPro Short Russell2000,NYSE
SRV,Cushing MLP & Infrastructure Total Return Fund,NYSE
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,NYSE
SSD,"Simpson Manufacturing Company, Inc. Common Stock",NYSE
SSG,ProShares UltraShort Semiconductors,NYSE
SSL,Sasol Ltd. American Depositary Shares,NYSE
SSLY,Syntax Stratified SmallCap ETF,NYSE
SSO,ProShares Ultra S&P500,NYSE
SSPY,Syntax Stratified LargeCap ETF,NYSE
SSTK,"Shutterstock, Inc. Common Stock",NYSE
SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,NYSE
ST,Sensata Technologies Holding plc Ordinary Shares,NYSE
STAG,"Stag Industrial, Inc. Common Stock",NYSE
STAG-C,"Stag Industrial, Inc. 6.875% Series C Cumulative Redeemable Preferred Stock",NYSE
STAR,iStar Inc. Common Stock,NYSE
STAR-D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,NYSE
STAR-G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,NYSE
STAR-I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,NYSE
STC,Stewart Information Services Corporation Common Stock,NYSE
STE,STERIS plc (Ireland) Ordinary Shares,NYSE
STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",NYSE
STIC,Northern Star Acquisition Corp. Class A Common Stock,NYSE
STIC=,"Northern Star Acquisition Corp. Units, each consisting of one share of common stock and one-third ofA one Warrant",NYSE
STIC+,"Northern Star Acquisition Corp. Redeemable warrants, each whole warrant exercisable for shares of Class A common stock at an exercise price of $11.50 per share",NYSE
STIP,iShares 0-5 Year TIPS Bond ETF,NYSE
STK,Columbia Seligman Premium Technology Growth Fund Inc,NYSE
STL,Sterling Bancorp,NYSE
STL-A,"Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative, Perpetual Preferred Stock, Series A",NYSE
STLA,Stellantis N.V. Common Shares,NYSE
STM,STMicroelectronics N.V. Common Stock,NYSE
STN,Stantec Inc Common Stock,NYSE
STNG,Scorpio Tankers Inc. Common Shares,NYSE
STON,StoneMor Inc. Common Stock,NYSE
STOR,STORE Capital Corporation Common Stock,NYSE
STPC=,"Star Peak Corp II Units, each consisting of one share of Class A common stock and one-fourth of one redeemable warrant",NYSE
STPK,Star Peak Energy Transition Corp. Class A Common Stock,NYSE
STPK=,"Star Peak Energy Transition Corp. Units, each consisting of one share of Class A common stock, and one-third of one redeemable warrant",NYSE
STPK+,"Star Peak Energy Transition Corp. Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50",NYSE
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,NYSE
STT,State Street Corporation Common Stock,NYSE
STT-D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,NYSE
STT-G,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative",NYSE
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",NYSE
STZ,"Constellation Brands, Inc. Common Stock",NYSE
STZ.B,"Constellation Brands, Inc. Common Stock",NYSE
SU,Suncor Energy  Inc. Common Stock,NYSE
SUB,iShares Short-Term National Muni Bond ETF,NYSE
SUBZ,Roundhill Streaming Services & Technology ETF,NYSE
SUI,"Sun Communities, Inc. Common Stock",NYSE
SUM,"Summit Materials, Inc. Class A Common Stock",NYSE
SUN,Sunoco LP Common Units representing limited partner interests,NYSE
SUP,"Superior Industries International, Inc. Common Stock (DE)",NYSE
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,NYSE
SUSA,iShares MSCI USA ESG Select ETF,NYSE
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),NYSE
SWAN,Amplify ETF Trust Amplify BlackSwan Growth & Treasury Core ETF,NYSE
SWBK=,"Switchback II Corporation Units, each consisting of one Class A ordinary share and one fifth of one redeemable warrant",NYSE
SWCH,"Switch, Inc. Class A Common Stock",NYSE
SWI,SolarWinds Corporation Common Stock,NYSE
SWK,"Stanley Black & Decker, Inc. Common Stock",NYSE
SWM,"Schweitzer-Mauduit International, Inc. Common Stock",NYSE
SWN,Southwestern Energy Company Common Stock,NYSE
SWT,"Stanley Black & Decker, Inc. Corporate Unit",NYSE
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",NYSE
SWZ,"Swiss Helvetia Fund, Inc. (The) Common Stock",NYSE
SXC,"SunCoke Energy, Inc. Common Stock",NYSE
SXI,Standex International Corporation Common Stock,NYSE
SXT,Sensient Technologies Corporation Common Stock,NYSE
SYE,SPDR MFS Systematic Core Equity ETF,NYSE
SYF,Synchrony Financial Common Stock,NYSE
SYF-A,"Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NYSE
SYG,SPDR MFS Systematic Growth Equity ETF,NYSE
SYK,Stryker Corporation Common Stock,NYSE
SYV,SPDR MFS Systematic Value Equity ETF,NYSE
SYX,Systemax Inc. Common Stock,NYSE
SYY,Sysco Corporation Common Stock,NYSE
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,NYSE
SZK,ProShares UltraShort Consumer Goods,NYSE
SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,NYSE
T,AT&T Inc.,NYSE
T-A,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A",NYSE
T-C,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C",NYSE
TAAG,Trend Aggregation Growth ETF,NYSE
TAC,TransAlta Corporation Ordinary Shares,NYSE
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,NYSE
TACA=,"Trepont Acquisition Corp I Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE
TACA+,"Trepont Acquisition Corp I Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
TACE,Trend Aggregation Conservative ETF,NYSE
TADS,Trend Aggregation Dividend Stock ETF,NYSE
TAGS,Teucrium Agricultural Fund ETV,NYSE
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),NYSE
TAL,TAL Education Group American Depositary Shares,NYSE
TALO,"Talos Energy, Inc. Common Stock",NYSE
TAN,Invesco Solar ETF,NYSE
TAP,Molson Coors Beverage Company Class B Common Stock,NYSE
TAP.A,Molson Coors Beverage Company Molson Coors Brewing Company Class A Common Stock,NYSE
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,NYSE
TAXF,American Century Diversified Municipal Bond ETF,NYSE
TBA,Thoma Bravo Advantage Class A Ordinary Shares,NYSE
TBB,AT&T Inc. 5.350% Global Notes due 2066,NYSE
TBC,AT&T Inc. 5.625% Global Notes due 2067,NYSE
TBF,ProShares Short 20+ Year Treasury,NYSE
TBI,"TrueBlue, Inc. Common Stock",NYSE
TBT,ProShares UltraShort Lehman 20  Year Treasury,NYSE
TBX,ProShares Short 7 10 Year Treasury,NYSE
TCHP,T. Rowe Price Blue Chip Growth ETF,NYSE
TCI,"Transcontinental Realty Investors, Inc. Common Stock",NYSE
TCP,"TC PipeLines, LP Common Units representing Limited Partner Interests",NYSE
TCS,Container Store (The) Common Stock,NYSE
TD,Toronto Dominion Bank (The) Common Stock,NYSE
TDA,"Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061",NYSE
TDC,Teradata Corporation Common Stock,NYSE
TDE,"Telephone and Data Systems, Inc. 6.875% Senior Notes due 2059",NYSE
TDF,"Templeton Dragon Fund, Inc. Common Stock",NYSE
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,NYSE
TDI,"Telephone and Data Systems, Inc. Sr Nt",NYSE
TDJ,"Telephone and Data Systems, Inc. 7% Senior Notes due 2060",NYSE
TDOC,"Teladoc Health, Inc. Common Stock",NYSE
TDS,"Telephone and Data Systems, Inc. Common Shares",NYSE
TDSA,Cabana Target Drawdown 5 ETF,NYSE
TDSB,Cabana Target Drawdown 7 ETF,NYSE
TDSC,Cabana Target Drawdown 10 ETF,NYSE
TDSD,Cabana Target Drawdown 13 ETF,NYSE
TDSE,Cabana Target Drawdown 16 ETF,NYSE
TDTF,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund,NYSE
TDTT,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,NYSE
TDVG,T. Rowe Price Dividend Growth ETF,NYSE
TDW,Tidewater Inc. Common Stock,NYSE
TDW+A,"Tidewater Inc. Series A Warrants to purchase shares of common stock (expiring July 31, 2023)",NYSE
TDW+B,"Tidewater Inc. Series B Warrants to purchase shares of common stock (expiring July 31, 2023)",NYSE
TDY,Teledyne Technologies Incorporated Common Stock,NYSE
TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest,NYSE
TECB,iShares U.S. Tech Breakthrough Multisector ETF,NYSE
TECK,Teck Resources Ltd Ordinary Shares,NYSE
TECL,Direxion Technology Bull 3X Shares,NYSE
TECS,Direxion Technology Bear 3X Shares,NYSE
TEF,Telefonica SA Common Stock,NYSE
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",NYSE
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,NYSE
TEN,Tenneco Inc. Class A Voting Common Stock,NYSE
TEO,Telecom Argentina SA,NYSE
TEQI,T. Rowe Price Equity Income ETF,NYSE
TERM,EquityCompass Tactical Risk Manager ETF,NYSE
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,NYSE
TEX,Terex Corporation Common Stock,NYSE
TFC,Truist Financial Corporation Common Stock,NYSE
TFC-F,Truist Financial Corporation Depositary Shares Representing 1/1000th Interest Series F Perpetual Preferred,NYSE
TFC-G,Truist Financial Corporation Depositary Shares Series G,NYSE
TFC-H,Truist Financial Corporation Series H ,NYSE
TFC-I,Truist Financial Corporation Depositary Shares,NYSE
TFC-O,"Truist Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock",NYSE
TFC-R,"Truist Financial Corporation Depositary Shares, each representing 1/1,000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock",NYSE
TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,NYSE
TFII,TFI International Inc. Common Shares,NYSE
TFLO,iShares Treasury Floating Rate Bond ETF,NYSE
TFSA,Terra Income Fund VI 7.00% Notes due 2026,NYSE
TFX,Teleflex Incorporated Common Stock,NYSE
TG,Tredegar Corporation Common Stock,NYSE
TGH,Textainer Group Holdings Limited Common Shares,NYSE
TGI,"Triumph Group, Inc. Common Stock",NYSE
TGIF,SoFi Weekly Income ETF,NYSE
TGNA,TEGNA Inc,NYSE
TGP,Teekay LNG Partners L.P.,NYSE
TGP-A,"Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests",NYSE
TGP-B,"Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests",NYSE
TGRW,T. Rowe Price Growth Stock ETF,NYSE
TGS,Transportadora de Gas del Sur SA TGS Common Stock,NYSE
TGT,Target Corporation Common Stock,NYSE
THC,Tenet Healthcare Corporation Common Stock,NYSE
THCX,Spinnaker ETF Series The Cannabis ETF,NYSE
THD,iShares Inc iShares MSCI Thailand ETF,NYSE
THG,Hanover Insurance Group Inc,NYSE
THNQ,ROBO Global Artificial Intelligence ETF,NYSE
THO,"Thor Industries, Inc. Common Stock",NYSE
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,NYSE
THR,"Thermon Group Holdings, Inc. Common Stock",NYSE
THS,"Treehouse Foods, Inc. Common Stock",NYSE
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,NYSE
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,NYSE
TINV,Tiga Acquisition Corp. Class A Ordinary Shares,NYSE
TINV=,"Tiga Acquisition Corp. Units, each consisting of one Class A ordinary share and one half of one warrant",NYSE
TINV+,"Tiga Acquisition Corp. Warrants, each warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
TIP,iShares TIPS Bond ETF,NYSE
TIPX,SPDR Bloomberg Barclays 1-10 Year TIPS,NYSE
TIPZ,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,NYSE
TISI,"Team, Inc. Common Stock",NYSE
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,NYSE
TJX,"TJX Companies, Inc. (The) Common Stock",NYSE
TK,Teekay Corporation Common Stock,NYSE
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,NYSE
TKR,Timken Company (The) Common Stock,NYSE
TLGA=,"TLG Acquisition One Corp. Units, each consisting of one share of Class A common stock and one-third of one redeemable warrant",NYSE
TLH,iShares 10-20 Year Treasury Bond ETF,NYSE
TLK,"PT Telekomunikasi Indonesia, Tbk",NYSE
TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,NYSE
TLTE,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,NYSE
TLYS,"Tilly's, Inc. Common Stock",NYSE
TM,Toyota Motor Corporation Common Stock,NYSE
TMAC=,"The Music Acquisition Corporation Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant",NYSE
TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",NYSE
TMF,Direxion Daily 20-Yr Treasury Bull 3x Shrs,NYSE
TMHC,Taylor Morrison Home Corporation Common Stock,NYSE
TMO,Thermo Fisher Scientific Inc Common Stock,NYSE
TMST,TimkenSteel Corporation Common Shares,NYSE
TMV,Direxion Daily 20-Year Treasury Bear 3X,NYSE
TMX,"Terminix Global Holdings, Inc. Common Stock",NYSE
